127.0.0.1, 2015-10-01 20:06:22, GET, /, HTTP/1.1, 200, 0.053000
127.0.0.1, 2015-10-01 20:06:22, GET, /Praxyk/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:06:22, GET, /Praxyk/static/css/calendar.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2015-10-01 20:06:22, GET, /Praxyk/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:06:22, GET, /Praxyk/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2015-10-01 20:06:22, GET, /Praxyk/static/plugin_layouts/layouts/KeepitSimple/css/style.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:06:22, GET, /Praxyk/static/plugin_layouts/superfish.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:07:06, GET, /, HTTP/1.1, 200, 0.036000
127.0.0.1, 2015-10-01 20:07:06, GET, /Praxyk/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:07:06, GET, /Praxyk/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:07:06, GET, /Praxyk/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:07:06, GET, /Praxyk/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:07:06, GET, /Praxyk/static/plugin_layouts/layouts/KeepitSimple/css/style.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:07:06, GET, /Praxyk/static/plugin_layouts/superfish.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:08:16, GET, /, HTTP/1.1, 200, 0.041000
127.0.0.1, 2015-10-01 20:08:16, GET, /Praxyk/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:08:16, GET, /Praxyk/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:08:16, GET, /Praxyk/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:08:16, GET, /Praxyk/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2015-10-01 20:08:16, GET, /Praxyk/static/plugin_layouts/layouts/KeepitSimple/css/style.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:08:16, GET, /Praxyk/static/plugin_layouts/superfish.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:08:35, GET, /, HTTP/1.1, 200, 0.050000
127.0.0.1, 2015-10-01 20:08:35, GET, /Praxyk/static/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2015-10-01 20:08:35, GET, /Praxyk/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:08:35, GET, /Praxyk/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:08:35, GET, /Praxyk/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:08:35, GET, /Praxyk/static/plugin_layouts/layouts/KeepitSimple/css/style.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2015-10-01 20:08:35, GET, /Praxyk/static/plugin_layouts/superfish.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2015-10-01 20:09:17, GET, /, HTTP/1.1, 200, 0.103000
127.0.0.1, 2015-10-01 20:09:17, GET, /Praxyk/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:09:17, GET, /Praxyk/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:09:17, GET, /Praxyk/static/js/calendar.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2015-10-01 20:09:17, GET, /Praxyk/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:09:17, GET, /Praxyk/static/plugin_layouts/layouts/KeepitSimple/css/style.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:09:17, GET, /Praxyk/static/plugin_layouts/superfish.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2015-10-01 20:10:16, GET, /ser, HTTP/1.1, 404, 0.024000
127.0.0.1, 2015-10-01 20:10:19, GET, /user, HTTP/1.1, 303, 0.076000
127.0.0.1, 2015-10-01 20:10:19, GET, /user/login, HTTP/1.1, 200, 0.104000
